id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max,npsot_dfw_recommended
green-bulrush,green bulrush,Scirpus atrovirens,grass,3-5,6-8,#6b5a4a,,,,,full-sun,medium,"loamy,clay",,5.9,,,,#6b5a4a,6-11,moderate,SCAT2,Scirpus atrovirens Willd.,Graminoid,CAN:N|L48:N,Bunch,Erect,Coarse,Moderate,Porous,No,No,No,No,Summer,Spring,Summer,Fall,5.9,High,Low,Medium,No,Yes,Yes,4.0,8.0,no
california-bulrush,California bulrush,Schoenoplectus californicus,grass,6-8,5,#6b5a4a,,,,,full-sun,high,"loamy,clay",,6.6,,,,#6b5a4a,3-11,moderate,SCCA11,Schoenoplectus californicus (C.A. Mey.) Palla,Graminoid,HI:I|L48:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,No,No,No,Late Spring,Summer,Spring,Fall,6.6,High,Low,High,No,Yes,Yes,5.0,9.0,no
woolgrass,woolgrass,Scirpus cyperinus,grass,3-5,8,#5b7a4b,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,4.9,,,,#e8d24a,6-11,moderate,SCCY,Scirpus cyperinus (L.) Kunth,Graminoid,CAN:N|L48:N|SPM:N,Bunch,Erect,Coarse,Moderate,Porous,No,No,Yes,No,Late Summer,Spring,Summer,Fall,4.9,Medium,Low,High,Yes,Yes,Yes,4.8,7.2,no
georgia-bulrush,Georgia bulrush,Scirpus georgianus,grass,3-8,6,#e8d24a,,,,,part-sun,medium,"loamy,clay",,4.5,,,,#6b5a4a,6-8,light,SCGE2,Scirpus georgianus Harper,Graminoid,CAN:N|L48:N,Bunch,Semi-Erect,Fine,Moderate,Porous,No,No,No,No,Early Summer,Spring and Summer,Summer,Summer,4.5,Medium,Low,Medium,No,Yes,Yes,4.5,7.0,no
rufous-bulrush,rufous bulrush,Scirpus pendulus,grass,3-8,4,#b3261e,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,4,,,,#6b5a4a,3-8,light,SCPE4,Scirpus pendulus Muhl.,Graminoid,CAN:N|L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Summer,4.0,High,None,Medium,Yes,Yes,Yes,4.9,7.0,no
little-bluestem-scsc,little bluestem,Schizachyrium scoparium,grass,6-11,6-8,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,3.5,,,,#6b5a4a,6-11,moderate,SCSC,Schizachyrium scoparium (Michx.) Nash,Graminoid,CAN:N|HI:I|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Summer,Summer and Fall,Summer,Fall,3.5,High,High,Low,Yes,Yes,Yes,5.6,8.4,yes
softstem-bulrush,softstem bulrush,Schoenoplectus tabernaemontani,grass,3-11,5,#b3261e,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,9,,,,#5b7a4b,6-8,light,SCTA2,Schoenoplectus tabernaemontani (C.C. Gmel.) Palla,Graminoid,AK:N|CAN:N|HI:N|L48:N|PR:N|SPM:N|VI:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,No,No,No,Late Spring,"Spring, Summer, Fall",Summer,Summer,9.0,High,None,High,Yes,Yes,Yes,5.4,7.5,no
maryland-senna,Maryland senna,Senna marilandica,mound,3-8,6-8,#e8d24a,,#5b7a4b,,,part-sun,low,"sandy,loamy",,6.6,,,,#6b5a4a,6-11,moderate,SEMA11,Senna marilandica (L.) Link,Forb/herb,L48:N,Single Stem,Erect,Medium,Moderate,,No,Yes,No,No,Summer,Spring and Summer,Summer,Fall,6.6,Medium,Medium,Low,Yes,Yes,No,4.0,7.0,no
narrowleaf-blue-eyed-grass,narrowleaf blue-eyed grass,Sisyrinchium angustifolium,mound,3-8,4,#5b7ea3,,#5b7a4b,,,part-sun,medium,"loamy,clay",,2,,,,#3a3a34,3-8,light,SIAN3,Sisyrinchium angustifolium Mill.,Forb/herb,CAN:N|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,Yes,No,No,Mid Spring,Spring and Summer,Spring,Summer,2.0,Medium,Low,Medium,No,Yes,Yes,5.0,7.0,no
saw-greenbrier,saw greenbrier,Smilax bona-nox,vase,3-8,3-5,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,4,,,,#3a3a34,3-11,moderate,SMBO2,Smilax bona-nox L.,Shrub,L48:N,Thicket Forming,Climbing,Coarse,Moderate,Porous,Yes,No,Yes,No,Spring,Spring and Summer,Spring,Fall,4.0,Low,Medium,Medium,Yes,Yes,Yes,4.5,8.5,no
cat-greenbrier,cat greenbrier,Smilax glauca,vase,3-8,3-5,#5b7a4b,,,,,shade,medium,"sandy,loamy,clay",,1,,,,#3a3a34,3-11,light,SMGL,Smilax glauca Walter,Shrub,L48:N,Thicket Forming,Climbing,Coarse,Moderate,Porous,Yes,No,Yes,No,Spring,Spring and Summer,Spring,Fall,1.0,Low,Medium,Medium,Yes,Yes,Yes,4.5,7.5,no
roundleaf-greenbrier,roundleaf greenbrier,Smilax rotundifolia,vase,6-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,medium,loamy,,1,,,,#6b5a4a,3-8,light,SMRO,Smilax rotundifolia L.,Shrub,CAN:N|L48:N,Single Crown,Climbing,Medium,Porous,Porous,No,No,No,No,Spring,Summer,Spring,Summer,1.0,High,Medium,Medium,No,Yes,No,5.0,7.5,no
lanceleaf-greenbrier,lanceleaf greenbrier,Smilax smallii,vase,3-8,3-5,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,1,,,,#3a3a34,6-11,moderate,SMSM,Smilax smallii Morong,Shrub,L48:N|PR:N,Thicket Forming,Climbing,Coarse,Moderate,Moderate,Yes,No,Yes,No,Spring,Spring and Summer,Summer,Fall,1.0,Low,Low,Medium,Yes,Yes,Yes,4.0,7.0,no
canada-goldenrod-soal6,Canada goldenrod,Solidago altissima,mound,3-11,5,#e8d24a,,,,,part-sun,medium,"sandy,loamy,clay",,5,,,,#6b5a4a,6-11,moderate,SOAL6,Solidago altissima L.,Forb/herb,CAN:N|HI:I|L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,Yes,No,Yes,Late Spring,"Spring, Summer, Fall",Summer,Fall,5.0,Medium,Low,Medium,Yes,Yes,Yes,5.2,7.3,no
canada-goldenrod-soca6,Canada goldenrod,Solidago canadensis,mound,3-8,8,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3.5,,,,#6b5a4a,6-11,heavy,SOCA6,Solidago canadensis L.,Forb/herb,AK:N|CAN:N|L48:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,Yes,No,No,Late Summer,Spring and Summer,Summer,Fall,3.5,High,Medium,Medium,Yes,Yes,Yes,4.8,7.5,no
giant-goldenrod,giant goldenrod,Solidago gigantea,mound,6-8,,#e8d24a,,#5b7a4b,,,part-sun,medium,"loamy,clay",,8.2,,,,#6b5a4a,6-11,moderate,SOGI,Solidago gigantea Aiton,Forb/herb,CAN:N|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,Yes,No,Yes,Indeterminate,Summer,Summer,Fall,8.2,Medium,Medium,Medium,No,Yes,Yes,4.0,8.0,no
missouri-goldenrod,Missouri goldenrod,Solidago missouriensis,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,low,"sandy,loamy",,3,,,,#6b5a4a,6-11,moderate,SOMI2,Solidago missouriensis Nutt.,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Medium,Porous,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.0,Medium,High,Low,Yes,Yes,No,5.5,7.5,no
gray-goldenrod,gray goldenrod,Solidago nemoralis,mound,3-8,6-8,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,2,,,,#6b5a4a,6-11,heavy,SONE,Solidago nemoralis Aiton,Forb/herb,CAN:N|L48:N,Rhizomatous,Decumbent,Medium,Moderate,Porous,No,Yes,No,No,Summer,Spring and Summer,Summer,Fall,2.0,High,Medium,Medium,Yes,Yes,No,6.5,7.5,no
indiangrass,Indiangrass,Sorghastrum nutans,grass,6-11,4,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6.5,,,,#6b5a4a,6-11,moderate,SONU2,Sorghastrum nutans (L.) Nash,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Dense,Porous,No,No,No,No,Mid Spring,Summer and Fall,Summer,Fall,6.5,High,Medium,Medium,Yes,Yes,Yes,5.0,8.0,yes
wrinkleleaf-goldenrod,wrinkleleaf goldenrod,Solidago rugosa,mound,3-8,8,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,3.3,,,,#6b5a4a,6-11,heavy,SORU2,Solidago rugosa Mill.,Forb/herb,CAN:N|L48:N|SPM:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,Yes,No,No,Late Summer,Spring and Summer,Summer,Fall,3.3,Medium,Medium,Medium,Yes,Yes,No,5.0,7.5,no
seaside-goldenrod,seaside goldenrod,Solidago sempervirens,mound,3-8,8,#e8d24a,,,,,full-sun,low,"sandy,loamy",,3.5,,,,#6b5a4a,6-11,light,SOSE,Solidago sempervirens L.,Forb/herb,CAN:N|L48:N|PR:I,Multiple Stem,Semi-Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,Spring and Summer,Summer,Fall,3.5,High,Medium,Low,Yes,Yes,No,5.5,7.5,no
alkali-sacaton,alkali sacaton,Sporobolus airoides,grass,3-8,7,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,SPAI,Sporobolus airoides (Torr.) Torr.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Mid Summer,Spring and Summer,Summer,Fall,3.0,High,High,Low,Yes,Yes,Yes,6.6,9.0,no
american-bur-reed,American bur-reed,Sparganium americanum,mound,3-5,,#5b7a4b,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,3.2,,,,#5b7a4b,3-11,moderate,SPAM,Sparganium americanum Nutt.,Forb/herb,CAN:N|L48:N|SPM:N,Colonizing,Erect,Medium,Moderate,Porous,No,No,No,No,Indeterminate,Spring,Spring,Fall,3.2,Medium,None,High,Yes,Yes,Yes,4.9,7.3,no
nodding-lady-s-tresses,nodding lady's tresses,Spiranthes cernua,mound,3-8,8,#f1f1e2,,#5b7a4b,,,full-sun,high,"loamy,clay",,1.5,,,,#6b5a4a,3-11,moderate,SPCE,Spiranthes cernua (L.) Rich.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Fine,Porous,Porous,No,Yes,No,No,Late Summer,Spring and Summer,Spring,Fall,1.5,High,None,High,No,Yes,Yes,4.5,6.5,no
scarlet-globemallow,scarlet globemallow,Sphaeralcea coccinea,mound,3-8,3-5,#b3261e,,#5b7a4b,,,full-sun,low,"sandy,loamy",,1.5,,,,#6b5a4a,6-11,heavy,SPCO,Sphaeralcea coccinea (Nutt.) Rydb.,Forb/herb,CAN:N|L48:N,Multiple Stem,Erect,Fine,Porous,Porous,No,Yes,Yes,No,Spring,Spring and Summer,Summer,Fall,1.5,High,High,Low,Yes,Yes,No,6.5,8.4,no
composite-dropseed,composite dropseed,Sporobolus compositus var. compositus,grass,3-8,6-8,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,3,,,,#6b5a4a,6-11,moderate,SPCOC2,Sporobolus compositus (Poir.) Merr. var. compositus,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Summer,Spring and Summer,Summer,Fall,3.0,High,High,Low,Yes,Yes,No,5.5,7.0,no
sand-dropseed,sand dropseed,Sporobolus cryptandrus,grass,3-5,8,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,3,,,,#6b5a4a,6-11,heavy,SPCR,Sporobolus cryptandrus (Torr.) A. Gray,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Late Summer,Spring,Summer,Fall,3.0,High,High,Low,Yes,Yes,No,6.6,8.0,no
prairie-wedgescale,prairie wedgescale,Sphenopholis obtusata,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,3.2,,,,#6b5a4a,6-8,moderate,SPOB,Sphenopholis obtusata (Michx.) Scribn.,Graminoid,CAN:N|HI:I|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Spring,Spring,Summer,Summer,3.2,Medium,Low,Medium,No,Yes,Yes,5.0,7.5,no
prairie-cordgrass,prairie cordgrass,Spartina pectinata,grass,3-8,7,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy",,8,,,,#6b5a4a,6-11,light,SPPE,Spartina pectinata Bosc ex Link,Graminoid,CAN:N|L48:N|SPM:N,Rhizomatous,Erect,Coarse,Dense,Moderate,No,No,No,No,Mid Summer,Spring and Summer,Summer,Fall,8.0,High,Low,High,Yes,Yes,No,6.0,8.5,no
common-duckmeat,common duckmeat,Spirodela polyrrhiza,mound,3-5,8,#5b7a4b,,#5b7a4b,,,part-sun,high,"loamy,clay",,,,,,#6b5a4a,6-11,light,SPPO,Spirodela polyrrhiza (L.) Schleid.,Forb/herb,CAN:N|HI:N|L48:N|PR:N|VI:N,Single Crown,Prostrate,Fine,Porous,Porous,No,Yes,No,No,Late Summer,Spring,Summer,Fall,,Medium,None,High,No,Yes,Yes,5.0,8.6,no
gulf-cordgrass,gulf cordgrass,Spartina spartinae,grass,3-5,8,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6.6,,,,#6b5a4a,3-8,heavy,SPSP,Spartina spartinae (Trin.) Merr. ex Hitchc.,Graminoid,L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,Yes,No,Late Summer,Spring,Spring,Summer,6.6,High,Medium,Medium,Yes,Yes,Yes,5.5,7.5,no
sago-pondweed,sago pondweed,Stuckenia pectinata,mound,6-8,4,#5b7a4b,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,,,,,#5b7ea3,3-11,moderate,STPE15,Stuckenia pectinata (L.) Börner,Forb/herb,AK:N|CAN:N|HI:I|L48:N|SPM:N,Single Crown,Decumbent,Fine,Porous,Porous,No,No,No,No,Mid Spring,Summer,Spring,Fall,,High,None,High,Yes,Yes,Yes,6.0,8.5,no
smooth-hedgenettle,smooth hedgenettle,Stachys tenuifolia,mound,3-8,5,#8f6fb3,,#5b7a4b,,,shade,high,"sandy,loamy,clay",,25,,,,#6b5a4a,6-8,moderate,STTE,Stachys tenuifolia Willd.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,25.0,Low,Low,High,Yes,Yes,Yes,5.7,7.4,no
white-panicle-aster,white panicle aster,Symphyotrichum lanceolatum ssp. hesperium var. hesperium,mound,6-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,6,,,,#6b5a4a,9-11,moderate,SYLAH6,Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom var. hesperium,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,Summer and Fall,Fall,Fall,6.0,Medium,Low,High,Yes,Yes,Yes,5.8,7.4,no
calico-aster,calico aster,Symphyotrichum lateriflorum var. lateriflorum,mound,3-11,6-8,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,5,,,,#6b5a4a,6-12,moderate,SYLAL7,Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. lateriflorum,Forb/herb,CAN:N|L48:N,Single Crown,Semi-Erect,Coarse,Porous,Porous,No,Yes,No,Yes,Summer,"Spring, Summer, Fall",Summer,Winter,5.0,High,Medium,Medium,Yes,Yes,Yes,5.2,7.5,no
coralberry-syor,coralberry,Symphoricarpos orbiculatus,vase,3-8,4,#f1f1e2,,#5b7a4b,,,part-sun,high,"loamy,clay",,2,,,,#b3261e,6-11,heavy,SYOR,Symphoricarpos orbiculatus Moench,Shrub,CAN:I|L48:N,Rhizomatous,Erect,Coarse,Dense,Moderate,No,No,Yes,Yes,Mid Spring,Spring and Summer,Summer,Fall,2.0,Medium,Medium,High,No,Yes,Yes,5.5,7.5,no
late-purple-aster,late purple aster,Symphyotrichum patens var. patens,mound,3-11,8,#8f6fb3,,,,,shade,medium,"loamy,clay",,2.5,,,,#6b5a4a,6-11,heavy,SYPAP2,Symphyotrichum patens (Aiton) G.L. Nesom var. patens,Forb/herb,L48:N,Multiple Stem,Semi-Erect,Coarse,Dense,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Summer,Fall,2.5,Low,Medium,Medium,No,Yes,Yes,4.9,6.9,no
common-sweetleaf,common sweetleaf,Symplocos tinctoria,vase,3-8,5,#e8d24a,,,,,shade,,"sandy,loamy",,20,,,,#6b5a4a,9-11,,SYTI,Symplocos tinctoria (L.) L'Hér.,Shrub,L48:N,Rhizomatous,Erect,Medium,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Fall,Fall,20.0,Low,None,,Yes,Yes,No,4.5,6.5,no
bald-cypress,bald cypress,Taxodium distichum,tree,3-8,4,#8f6fb3,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,130,,,,#6b5a4a,6-11,light,TADI2,Taxodium distichum (L.) Rich.,Tree,L48:N,Single Stem,Conical,Fine,Dense,Moderate,No,No,No,Yes,Mid Spring,Spring and Summer,Summer,Fall,130.0,Medium,Low,High,Yes,Yes,Yes,4.5,6.0,yes
canada-germander,Canada germander,Teucrium canadense,mound,3-8,6-8,#8f6fb3,,,,,part-sun,high,"loamy,clay",,3.3,,,,#6b5a4a,6-11,moderate,TECA3,Teucrium canadense L.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Medium,Porous,Porous,No,Yes,No,No,Summer,Spring and Summer,Summer,Fall,3.3,Medium,Low,High,No,Yes,Yes,4.5,8.0,no
yellow-trumpetbush,yellow trumpetbush,Tecoma stans,vase,3-8,,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,20,,,,#6b5a4a,6-11,heavy,TEST,Tecoma stans (L.) Juss. ex Kunth,Shrub,HI:I|L48:N|PB:I|PR:N|VI:N,Multiple Stem,Erect,Fine,Porous,Porous,No,Yes,Yes,No,Indeterminate,Spring and Summer,Summer,Fall,20.0,High,High,Low,Yes,Yes,No,6.5,8.0,no
american-basswood,American basswood,Tilia americana,tree,3-8,5,#e8d24a,,#5b7a4b,,,shade,medium,"sandy,loamy",,100,,,,#6b5a4a,6-11,heavy,TIAM,Tilia americana L.,Tree,CAN:I|CAN:N|L48:N,Single Stem,Erect,Medium,Dense,Porous,No,Yes,No,Yes,Late Spring,Spring and Summer,Summer,Fall,100.0,Low,Low,Medium,Yes,Yes,No,4.5,7.5,no
spanish-moss,Spanish moss,Tillandsia usneoides,mound,3-8,8,#f1f1e2,,,,,shade,medium,,,,,,,#3a3a34,9-12,light,TIUS,Tillandsia usneoides (L.) L.,Forb/herb,L48:N|PR:N|VI:N,Multiple Stem,Irregular,Fine,Dense,Dense,Yes,No,No,Yes,Late Summer,Spring and Summer,Fall,Winter,,Low,None,Medium,No,No,No,6.0,6.9,no
eastern-gamagrass,eastern gamagrass,Tripsacum dactyloides,grass,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6,,,,#6b5a4a,6-8,light,TRDA3,Tripsacum dactyloides (L.) L.,Graminoid,L48:N,Bunch,Erect,Medium,Dense,Moderate,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,6.0,High,Medium,Medium,Yes,Yes,Yes,5.7,7.5,yes
purpletop-tridens,purpletop tridens,Tridens flavus,grass,6-8,8,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,2.5,,,,#6b5a4a,6-11,moderate,TRFL2,Tridens flavus (L.) Hitchc.,Graminoid,CAN:I|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,Yes,Yes,Late Summer,Summer,Summer,Fall,2.5,High,High,Low,Yes,Yes,Yes,4.5,6.5,no
longspike-tridens,longspike tridens,Tridens strictus,grass,3-5,8,#5b7a4b,,#5b7a4b,,,part-sun,low,"sandy,loamy",,4.9,,,,#e8d24a,6-11,light,TRST2,Tridens strictus (Nutt.) Nash,Graminoid,L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,No,No,No,Late Summer,Spring,Summer,Fall,4.9,Medium,High,Low,Yes,Yes,No,3.5,7.0,no
broadleaf-cattail,broadleaf cattail,Typha latifolia,mound,3-8,5,#6b5a4a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,5,,,,#6b5a4a,6-11,heavy,TYLA,Typha latifolia L.,Forb/herb,AK:N|CAN:N|HI:I|L48:N,Rhizomatous,Erect,Coarse,Porous,Porous,No,No,Yes,No,Late Spring,Spring and Summer,Summer,Fall,5.0,Medium,None,High,Yes,Yes,Yes,5.5,8.7,no
winged-elm,winged elm,Ulmus alata,tree,3-8,3,#e8d24a,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,65,,,,#6b5a4a,3-5,moderate,ULAL,Ulmus alata Michx.,Tree,L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,No,Early Spring,Spring and Summer,Spring,Spring,65.0,Low,Low,Medium,Yes,Yes,Yes,5.0,7.0,no
american-elm,American elm,Ulmus americana,tree,3-8,3,#5b7a4b,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,120,,,,#6b5a4a,3-5,heavy,ULAM,Ulmus americana L.,Tree,CAN:N|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,No,No,Yes,Early Spring,Spring and Summer,Spring,Spring,120.0,Medium,Medium,High,Yes,Yes,Yes,5.0,8.0,yes
cedar-elm,cedar elm,Ulmus crassifolia,tree,3-8,8,#5b7a4b,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,90,,,,#6b5a4a,6-11,heavy,ULCR,Ulmus crassifolia Nutt.,Tree,L48:N,Single Stem,Erect,Medium,Dense,Porous,No,No,No,Yes,Late Summer,Spring and Summer,Summer,Fall,90.0,Medium,Medium,Medium,Yes,Yes,Yes,5.0,8.1,yes
slippery-elm,slippery elm,Ulmus rubra,tree,3-8,2,#e8d24a,,#5b7a4b,,,shade,high,"sandy,loamy,clay",,85,,,,#6b5a4a,3-5,heavy,ULRU,Ulmus rubra Muhl.,Tree,CAN:N|L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,No,Late Winter,Spring and Summer,Spring,Spring,85.0,Low,Medium,High,Yes,Yes,Yes,5.0,7.5,no
american-eelgrass,American eelgrass,Vallisneria americana,mound,6-8,7,,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,1,,,,#5b7a4b,6-8,light,VAAM3,Vallisneria americana Michx.,Forb/herb,CAN:N|L48:N,Stoloniferous,Decumbent,Fine,,,No,No,No,No,Mid Summer,Summer,Summer,Summer,1.0,High,None,High,Yes,Yes,Yes,5.0,8.8,no
farkleberry,farkleberry,Vaccinium arboreum,vase,3-8,8,#f1f1e2,,,,,shade,medium,"sandy,loamy",,28,,,,#3a3a34,6-11,moderate,VAAR,Vaccinium arboreum Marshall,Shrub,L48:N,Multiple Stem,Erect,Medium,Moderate,Moderate,Yes,Yes,Yes,No,Late Summer,Spring and Summer,Summer,Fall,28.0,Low,Medium,Medium,Yes,Yes,No,4.0,7.0,no
highbush-blueberry,highbush blueberry,Vaccinium corymbosum,vase,3-8,6,#f1f1e2,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,12,,,,#5b7ea3,6-8,moderate,VACO,Vaccinium corymbosum L.,Shrub,CAN:N|L48:N,Multiple Stem,Erect,Medium,Dense,Moderate,No,No,Yes,Yes,Early Summer,Spring and Summer,Summer,Summer,12.0,Low,Low,Medium,Yes,Yes,Yes,4.7,7.5,no
golden-crownbeard,golden crownbeard,Verbesina encelioides,mound,6-8,6-8,#e8d24a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,2,,,,#6b5a4a,6-11,moderate,VEEN,Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray,Forb/herb,HI:I|L48:N|PB:I|PR:N,Single Crown,Erect,Coarse,Porous,Porous,No,Yes,No,No,Summer,Summer,Summer,Fall,2.0,High,Low,Medium,No,Yes,Yes,6.4,8.5,no
missouri-ironweed,Missouri ironweed,Vernonia missurica,mound,3-8,8,#8f6fb3,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6,,,,#6b5a4a,6-11,light,VEMI2,Vernonia missurica Raf.,Forb/herb,L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,Spring and Summer,Summer,Fall,6.0,High,Low,Medium,Yes,Yes,Yes,5.0,7.0,no
mapleleaf-viburnum,mapleleaf viburnum,Viburnum acerifolium,vase,3-8,,#f1f1e2,,#5b7a4b,,,shade,medium,"sandy,loamy",,6,,,,#b3261e,6-11,moderate,VIAC,Viburnum acerifolium L.,Shrub,CAN:N|L48:N,Multiple Stem,Erect,Medium,Moderate,Porous,No,Yes,Yes,Yes,Indeterminate,Spring and Summer,Summer,Fall,6.0,Low,High,Medium,Yes,Yes,No,4.8,7.5,no
summer-grape,summer grape,Vitis aestivalis,low-climber,3-8,5,#5b7a4b,,#5b7a4b,,,shade,medium,"sandy,loamy",,30,,,,#3a3a34,6-11,moderate,VIAE,Vitis aestivalis Michx.,Vine,CAN:N|L48:N,Multiple Stem,Climbing,Fine,Moderate,Porous,No,No,Yes,Yes,Late Spring,Spring and Summer,Summer,Fall,30.0,Low,High,Medium,Yes,Yes,No,5.3,7.0,no
graybark-grape,graybark grape,Vitis cinerea,low-climber,3-8,5,#5b7a4b,,,,,part-sun,medium,"sandy,loamy",,50,,,,#3a3a34,6-11,moderate,VICI2,Vitis cinerea (Engelm.) Engelm. ex Millard,Vine,L48:N,Multiple Stem,Climbing,Fine,Moderate,Porous,No,No,Yes,Yes,Late Spring,Spring and Summer,Summer,Fall,50.0,Medium,High,Medium,Yes,Yes,No,5.4,7.0,no
southern-arrowwood-vided4,southern arrowwood,Viburnum dentatum var. dentatum,vase,3-5,3,#f1f1e2,,,,,part-sun,low,"sandy,loamy,clay",,8,,,,#3a3a34,6-11,moderate,VIDED4,Viburnum dentatum L. var. dentatum,Shrub,L48:N,Multiple Stem,Erect,Coarse,Dense,Porous,No,Yes,No,Yes,Early Spring,Spring,Summer,Fall,8.0,Medium,Low,,Yes,Yes,Yes,4.5,7.3,no
