id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max
pointleaf-manzanita,pointleaf manzanita,Arctostaphylos pungens,vase,3-5,2,#f1f1e2,,,,,part-sun,low,"sandy,loamy",,12,,,,#b3261e,1-5,light,ARPU5,Arctostaphylos pungens Kunth,Shrub,L48:N,Multiple Stem,Erect,Coarse,Dense,Dense,Yes,No,No,No,Late Winter,Spring,Winter,Spring,12.0,Medium,High,Low,Yes,Yes,No,5.7,7.0
fendler-threeawn,Fendler threeawn,Aristida purpurea var. longiseta,grass,"1,2,3,4,5,9,10,11,12",3,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,1.4,,,,#6b5a4a,3-5,heavy,ARPUL,Aristida purpurea Nutt. var. longiseta (Steud.) Vasey,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Early Spring,"Fall, Winter and Spring",Spring,Spring,1.4,High,High,Low,Yes,Yes,No,5.5,7.5
devil-s-walkingstick,devil's walkingstick,Aralia spinosa,vase,3-8,6,#f1f1e2,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,20,,,,#3a3a34,6-11,heavy,ARSP2,Aralia spinosa L.,Shrub,L48:N,Multiple Stem,Erect,Coarse,Porous,Porous,No,Yes,No,No,Early Summer,Spring and Summer,Summer,Fall,20.0,High,Low,High,Yes,Yes,Yes,4.8,6.6
switchcane,switchcane,Arundinaria tecta,grass,3-8,6-8,#5b7a4b,,#5b7a4b,,,full-sun,high,"loamy,clay",,25,,,,#6b5a4a,6-11,light,ARTE4,Arundinaria tecta (Walter) Muhl.,Graminoid,L48:I|L48:N,Rhizomatous,Erect,Coarse,Dense,Porous,No,No,No,No,Summer,Spring and Summer,Summer,Fall,25.0,High,Low,High,No,Yes,Yes,4.5,7.0
jack-in-the-pulpit,Jack in the pulpit,Arisaema triphyllum,mound,3-8,6,#f1f1e2,,#5b7a4b,,,shade,high,"sandy,loamy",,1.5,,,,#b3261e,6-8,light,ARTR,Arisaema triphyllum (L.) Schott,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Dense,Dense,No,Yes,Yes,Yes,Early Summer,Spring and Summer,Summer,Summer,1.5,Low,Low,High,Yes,Yes,No,4.8,7.0
canadian-milkvetch,Canadian milkvetch,Astragalus canadensis,mound,3-11,7,#f1f1e2,,#5b7a4b,,,full-sun,medium,loamy,,0.5,,,,#6b5a4a,6-11,light,ASCA11,Astragalus canadensis L.,Forb/herb,CAN:N|L48:N,Stoloniferous,Prostrate,Fine,Porous,Porous,No,Yes,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,0.5,High,Medium,Medium,No,Yes,No,6.0,8.0
swamp-milkweed,swamp milkweed,Asclepias incarnata,mound,3-5,9-11,#b3261e,,#5b7a4b,,,full-sun,high,"loamy,clay",,4.9,,,,#6b5a4a,3-11,moderate,ASIN,Asclepias incarnata L.,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Fall,Spring,Spring,Fall,4.9,High,None,High,No,Yes,Yes,5.0,8.0
freckled-milkvetch,freckled milkvetch,Astragalus lentiginosus,mound,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,1.4,,,,#3a3a34,6-8,moderate,ASLE8,Astragalus lentiginosus Douglas ex Hook.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Medium,Porous,Porous,No,Yes,Yes,No,Late Spring,Spring and Summer,Summer,Summer,1.4,High,High,Low,Yes,Yes,Yes,5.7,7.4
woolly-locoweed,woolly locoweed,Astragalus mollissimus var. mollissimus,mound,3-8,5,#8f6fb3,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,2,,,,#3a3a34,6-8,moderate,ASMOM5,Astragalus mollissimus Torr. var. mollissimus,Forb/herb,L48:N,Single Crown,Decumbent,Fine,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,2.0,High,High,Low,Yes,Yes,Yes,5.6,7.5
showy-milkweed,showy milkweed,Asclepias speciosa,mound,3-8,6,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,6,,,,#3a3a34,6-8,heavy,ASSP,Asclepias speciosa Torr.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,Yes,No,Early Summer,Spring and Summer,Summer,Summer,6.0,High,Low,Medium,Yes,Yes,Yes,5.0,7.0
pawpaw,pawpaw,Asimina triloba,vase,3-8,4,#8f6fb3,,,,,shade,medium,"sandy,loamy",,25,,,,#6b5a4a,3-8,moderate,ASTR,Asimina triloba (L.) Dunal,Shrub,CAN:N|L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,Yes,Mid Spring,Spring and Summer,Spring,Summer,25.0,Low,Low,Medium,Yes,Yes,No,4.7,7.2
butterfly-milkweed,butterfly milkweed,Asclepias tuberosa,mound,3-8,7,#d98a3d,,#5b7a4b,,,full-sun,low,"sandy,loamy",,2,,,,#6b5a4a,6-11,moderate,ASTU,Asclepias tuberosa L.,Forb/herb,CAN:N|L48:N,Multiple Stem,Erect,Coarse,Moderate,Porous,No,Yes,Yes,No,Mid Summer,Spring and Summer,Summer,Fall,2.0,High,High,Low,Yes,Yes,No,4.8,6.8
fourwing-saltbush,fourwing saltbush,Atriplex canescens,vase,3-8,8,#e8d24a,,,,,part-sun,medium,"sandy,loamy,clay",,9,,,,#f1f1e2,6-8,moderate,ATCA2,Atriplex canescens (Pursh) Nutt.,Shrub,CAN:N|L48:N,Multiple Stem,Semi-Erect,Coarse,Moderate,Porous,No,No,Yes,No,Late Summer,Spring and Summer,Summer,Summer,9.0,Medium,High,Medium,Yes,Yes,Yes,6.6,9.5
shadscale-saltbush,shadscale saltbush,Atriplex confertifolia,vase,3-8,6,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,ATCO,Atriplex confertifolia (Torr. & Frém.) S. Watson,Shrub,L48:N,Multiple Stem,Semi-Erect,Coarse,Moderate,Porous,No,No,No,No,Early Summer,Spring and Summer,Summer,Fall,3.0,High,High,Medium,Yes,Yes,Yes,7.5,9.0
common-ladyfern,common ladyfern,Athyrium filix-femina,mound,3-11,,,,#5b7a4b,,,shade,medium,loamy,,3,,,,,,,ATFI,Athyrium filix-femina (L.) Roth,Forb/herb,AK:N|CAN:N|GL:N|L48:N|SPM:N,Rhizomatous,Semi-Erect,Fine,Dense,Porous,No,No,No,Yes,,"Spring, Summer, Fall",,,3.0,Low,Low,Medium,No,Yes,No,4.5,7.0
australian-saltbush,Australian saltbush,Atriplex semibaccata,mound,3-8,,#e8d24a,,#5b7a4b,,,part-sun,low,"loamy,clay",,0.5,,,,#6b5a4a,1-11,light,ATSE,Atriplex semibaccata R. Br.,Forb/herb,HI:I|L48:I,Colonizing,Prostrate,Medium,Porous,Porous,No,No,No,No,Indeterminate,Spring and Summer,Year Round,Fall,0.5,Medium,Medium,Low,No,Yes,Yes,7.0,8.5
wild-oat,wild oat,Avena fatua,grass,"1,2,3,4,5,9,10,11,12",4,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,4,,,,#6b5a4a,3-5,heavy,AVFA,Avena fatua L.,Graminoid,AK:I|CAN:I|HI:I|L48:I,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Mid Spring,"Fall, Winter and Spring",Spring,Spring,4.0,High,Medium,Medium,Yes,Yes,Yes,6.0,7.5
black-mangrove,black mangrove,Avicennia germinans,vase,1-12,,#f1f1e2,,,,,full-sun,high,"loamy,clay",,30,,,,#5b7a4b,1-12,heavy,AVGE,Avicennia germinans (L.) L.,Shrub,L48:N|PR:N|VI:N,Single Stem,Vase,Medium,Dense,Dense,Yes,Yes,Yes,Yes,Indeterminate,Year Round,Year Round,Year Round,30.0,High,Low,High,No,Yes,Yes,6.0,8.0
common-oat,common oat,Avena sativa,grass,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,2,,,,#6b5a4a,6-8,heavy,AVSA,Avena sativa L.,Graminoid,AK:I|CAN:W|GL:W|HI:I|L48:I|PR:I|SPM:W,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,2.0,High,Low,Medium,Yes,Yes,Yes,5.3,8.5
broadleaf-carpetgrass,broadleaf carpetgrass,Axonopus compressus,grass,3-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,high,"loamy,clay",,1,,,,#6b5a4a,6-11,moderate,AXCO,Axonopus compressus (Sw.) P. Beauv.,Graminoid,L48:N|PB:I|PR:N|VI:N,Stoloniferous,Decumbent,Fine,Moderate,Porous,No,No,No,No,Spring,Spring and Summer,Summer,Fall,1.0,High,Low,High,No,Yes,Yes,4.5,7.0
green-molly,green molly,Bassia americana,mound,"3,4,5,9,10,11",8,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy",,2,,,,#6b5a4a,6-11,heavy,BAAM4,Bassia americana (S. Watson) A.J. Scott,Subshrub,L48:N,Multiple Stem,Rounded,Medium,Moderate,Porous,No,No,No,No,Late Summer,Spring and Fall,Summer,Fall,2.0,High,High,Low,Yes,Yes,No,7.0,8.5
eastern-baccharis,eastern baccharis,Baccharis halimifolia,vase,3-11,8,#f1f1e2,,,,,part-sun,high,"sandy,loamy,clay",,10,,,,#f1f1e2,9-11,heavy,BAHA,Baccharis halimifolia L.,Shrub,L48:N,Multiple Stem,Erect,Coarse,Dense,Moderate,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Fall,Fall,10.0,Medium,Low,High,Yes,Yes,Yes,5.5,7.8
fivehorn-smotherweed,fivehorn smotherweed,Bassia hyssopifolia,mound,6-8,6,#5b7a4b,,,,,full-sun,medium,"loamy,clay",,0.8,,,,#3a3a34,6-8,heavy,BAHY,Bassia hyssopifolia (Pall.) Kuntz,Forb/herb,CAN:I|HI:I|L48:I,Single Stem,Erect,Coarse,Porous,Porous,No,No,Yes,No,Early Summer,Summer,Summer,Summer,0.8,High,Low,Medium,No,Yes,Yes,6.5,9.1
turtleweed,turtleweed,Batis maritima,mound,3-5,5,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,0.1,,,,,3-8,moderate,BAMA5,Batis maritima L.,Subshrub,HI:I|L48:N|PR:N|VI:N,Stoloniferous,Prostrate,Medium,Moderate,Porous,No,No,No,No,Late Spring,Spring,Spring,Summer,0.1,High,Medium,Medium,Yes,Yes,Yes,4.0,7.9
disk-waterhyssop,disk waterhyssop,Bacopa rotundifolia,mound,3-11,9-11,#f1f1e2,,#5b7a4b,,,full-sun,high,"loamy,clay",,0.1,,,,,9-11,moderate,BARO,Bacopa rotundifolia (Michx.) Wettst.,Forb/herb,CAN:N|L48:N,Stoloniferous,Prostrate,Medium,Dense,Porous,No,Yes,No,No,Fall,"Spring, Summer, Fall",Fall,Fall,0.1,High,None,High,No,Yes,Yes,5.4,7.8
desertbroom,desertbroom,Baccharis sarothroides,vase,3-8,2,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,12,,,,#f1f1e2,3-8,heavy,BASA2,Baccharis sarothroides A. Gray,Shrub,L48:N,Multiple Stem,Erect,Fine,Dense,Moderate,Yes,Yes,No,No,Late Winter,Spring and Summer,Spring,Summer,12.0,High,High,Low,Yes,Yes,Yes,7.0,8.5
mule-fat,mule-fat,Baccharis salicifolia,vase,6-8,4,#e8d24a,,,,,full-sun,medium,"sandy,loamy,clay",,10,,,,#f1f1e2,6-11,heavy,BASA4,Baccharis salicifolia (Ruiz & Pav.) Pers.,Shrub,L48:N,Multiple Stem,Erect,Fine,Porous,Porous,No,Yes,No,No,Mid Spring,Summer,Summer,Fall,10.0,High,Low,Medium,Yes,Yes,Yes,7.0,8.5
burningbush-basc5,burningbush,Bassia scoparia,mound,3-8,6-8,#5b7a4b,,#5b7a4b,,,full-sun,low,"sandy,loamy",,4.9,,,,#6b5a4a,6-11,heavy,BASC5,Bassia scoparia (L.) A.J. Scott,Forb/herb,CAN:I|L48:I,Single Stem,Erect,Fine,Dense,Porous,No,No,No,Yes,Summer,Spring and Summer,Summer,Fall,4.9,High,High,Low,Yes,Yes,No,4.0,8.0
cutleaf-waterparsnip,cutleaf waterparsnip,Berula erecta,mound,6-8,7,#f1f1e2,,#5b7a4b,,,full-sun,high,"loamy,clay",,2.8,,,,#6b5a4a,6-8,moderate,BEER,Berula erecta (Huds.) Coville,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Medium,Porous,Porous,No,Yes,No,No,Mid Summer,Summer,Summer,Summer,2.8,High,None,High,No,Yes,Yes,4.9,6.9
lyreleaf-greeneyes,lyreleaf greeneyes,Berlandiera lyrata,mound,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,low,"loamy,clay",,4,,,,#6b5a4a,6-8,light,BELY,Berlandiera lyrata Benth.,Forb/herb,L48:N,Single Crown,Erect,Medium,Porous,Porous,No,Yes,No,No,Mid Spring,Spring and Summer,Summer,Summer,4.0,High,Medium,Low,No,Yes,Yes,6.5,9.5
river-birch,river birch,Betula nigra,tree,3-8,4,#6b5a4a,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,70,,,,#6b5a4a,3-5,heavy,BENI,Betula nigra L.,Tree,L48:N,Multiple Stem,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Spring,70.0,High,Low,High,Yes,Yes,Yes,3.0,6.5
bearded-beggarticks,bearded beggarticks,Bidens aristosa,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"loamy,clay",,3.5,,,,#6b5a4a,6-11,heavy,BIAR,Bidens aristosa (Michx.) Britton,Forb/herb,CAN:I|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,Yes,No,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.5,Medium,Low,High,No,Yes,Yes,5.0,7.0
nodding-beggartick,nodding beggartick,Bidens cernua,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,3.2,,,,#8f6fb3,6-11,heavy,BICE,Bidens cernua L.,Forb/herb,AK:I|CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.2,Medium,Low,High,Yes,Yes,Yes,5.1,7.0
small-beggarticks,small beggarticks,Bidens discoidea,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,5.2,,,,#6b5a4a,9-11,heavy,BIDI,Bidens discoidea (Torr. & A. Gray) Britton,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Fall,Fall,5.2,Medium,Low,High,Yes,Yes,Yes,5.1,7.1
devil-s-beggartick,devil's beggartick,Bidens frondosa,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,4,,,,#6b5a4a,6-11,heavy,BIFR,Bidens frondosa L.,Forb/herb,AK:I|CAN:I|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,No,Yes,No,Late Summer,"Spring, Summer, Fall",Summer,Fall,4.0,Medium,Low,Medium,Yes,Yes,No,5.2,7.2
smooth-beggartick,smooth beggartick,Bidens laevis,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,3.3,,,,#6b5a4a,6-11,heavy,BILA,"Bidens laevis (L.) Britton, Sterns & Poggenb.",Forb/herb,L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.3,Medium,Low,High,Yes,Yes,Yes,5.0,7.0
smallfruit-beggarticks,smallfruit beggarticks,Bidens mitis,mound,3-11,9-11,#e8d24a,,#5b7a4b,,,part-sun,high,"loamy,clay",,3.5,,,,#6b5a4a,9-11,heavy,BIMI,Bidens mitis (Michx.) Sherff,Forb/herb,L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Fall,"Spring, Summer, Fall",Fall,Fall,3.5,Medium,Low,High,No,Yes,Yes,5.0,8.6
threelobe-beggarticks,threelobe beggarticks,Bidens tripartita,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,3.5,,,,#6b5a4a,9-11,heavy,BITR,Bidens tripartita L.,Forb/herb,AK:N|CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Fall,Fall,3.5,Medium,Low,High,Yes,Yes,Yes,5.0,7.2
pine-dropseed,pine dropseed,Blepharoneuron tricholepis,grass,3-8,4,#e8d24a,,#5b7a4b,,,part-sun,low,"sandy,loamy",,3,,,,#6b5a4a,3-8,moderate,BLTR,Blepharoneuron tricholepis (Torr.) Nash,Graminoid,L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Summer,3.0,Medium,Medium,Low,Yes,Yes,No,6.0,8.0
white-doll-s-daisy,white doll's daisy,Boltonia asteroides,mound,6-8,7,#f1f1e2,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,8,,,,#6b5a4a,6-11,heavy,BOAS,Boltonia asteroides (L.) L'Hér.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Mid Summer,Summer,Summer,Fall,8.0,Medium,Low,Medium,Yes,Yes,No,5.3,7.0
cane-bluestem,cane bluestem,Bothriochloa barbinodis,grass,6-11,,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,4,,,,#6b5a4a,1-12,moderate,BOBA3,Bothriochloa barbinodis (Lag.) Herter,Graminoid,HI:I|L48:N,Bunch,Erect,Medium,Dense,Porous,No,No,No,No,Indeterminate,Summer and Fall,Year Round,,4.0,High,High,Medium,Yes,Yes,No,7.0,8.2
caucasian-bluestem,Caucasian bluestem,Bothriochloa bladhii,grass,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,medium,loamy,,3,,,,#6b5a4a,6-11,light,BOBL,Bothriochloa bladhii (Retz.) S.T. Blake,Graminoid,HI:I|L48:I|PB:I,Bunch,Semi-Erect,Fine,Dense,Porous,No,No,No,No,Mid Summer,Summer,Summer,Fall,3.0,High,High,Medium,No,Yes,No,5.0,8.0
gypsum-grama,gypsum grama,Bouteloua breviseta,grass,6-11,7,#f1f1e2,,#5b7a4b,,,full-sun,low,loamy,,2.5,,,,#6b5a4a,6-11,heavy,BOBR,Bouteloua breviseta Vasey,Graminoid,L48:N,Rhizomatous,Erect,Medium,Porous,Porous,No,No,No,No,Mid Summer,Summer and Fall,Summer,Fall,2.5,High,High,Low,No,Yes,No,5.5,7.9
sideoats-grama,sideoats grama,Bouteloua curtipendula,grass,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,BOCU,Bouteloua curtipendula (Michx.) Torr.,Graminoid,CAN:N|HI:I|L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Summer,Summer,Summer,Fall,3.0,High,Medium,Medium,Yes,Yes,Yes,6.0,8.5
smallspike-false-nettle,smallspike false nettle,Boehmeria cylindrica,mound,3-5,,#e8d24a,,#5b7a4b,,,shade,medium,"loamy,clay",,3.9,,,,,3-11,light,BOCY,Boehmeria cylindrica (L.) Sw.,Forb/herb,CAN:N|L48:N|PR:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Indeterminate,Spring,Spring,Fall,3.9,Low,Low,Medium,No,Yes,Yes,5.1,7.0
buffalograss,buffalograss,Bouteloua dactyloides,grass,6-8,7,#e8d24a,,,,,full-sun,medium,"loamy,clay",,0.5,,,,#6b5a4a,6-8,moderate,BODA2,Bouteloua dactyloides (Nutt.) J.T. Columbus,Graminoid,CAN:N|L48:N,Stoloniferous,Decumbent,Fine,Porous,Porous,No,No,No,No,Mid Summer,Summer,Summer,Summer,0.5,High,High,Medium,No,Yes,Yes,6.5,8.0
black-grama,black grama,Bouteloua eriopoda,grass,6-11,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,2,,,,#6b5a4a,6-11,heavy,BOER4,Bouteloua eriopoda (Torr.) Torr.,Graminoid,L48:N,Stoloniferous,Decumbent,Fine,Porous,Porous,No,No,No,No,Mid Summer,Summer and Fall,Summer,Fall,2.0,High,High,Medium,Yes,Yes,No,7.0,8.7
bushy-seaside-tansy,bushy seaside tansy,Borrichia frutescens,mound,3-5,,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,2.6,,,,#3a3a34,3-11,heavy,BOFR,Borrichia frutescens (L.) DC.,Subshrub,L48:N,Rhizomatous,Erect,Coarse,Moderate,Porous,No,No,No,No,Indeterminate,Spring,Spring,Fall,2.6,High,Low,Medium,Yes,Yes,Yes,6.1,7.5
blue-grama,blue grama,Bouteloua gracilis,grass,6-11,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,1,,,,#6b5a4a,6-8,moderate,BOGR2,Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths,Graminoid,CAN:N|L48:N,Colonizing,Erect,Medium,Porous,Porous,No,No,No,No,Mid Summer,Summer and Fall,Summer,Summer,1.0,High,High,Medium,Yes,Yes,Yes,6.6,8.4
hairy-grama,hairy grama,Bouteloua hirsuta,grass,6-8,3-5,,,#5b7a4b,,,full-sun,low,"sandy,loamy",,0.5,,,,#6b5a4a,3-11,moderate,BOHI2,Bouteloua hirsuta Lag.,Graminoid,L48:N,Colonizing,Decumbent,Fine,Porous,Porous,No,No,No,No,Spring,Summer,Spring,Fall,0.5,High,High,Low,Yes,Yes,No,6.0,7.2
yellow-bluestem-boisi,yellow bluestem,Bothriochloa ischaemum var. ischaemum,grass,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,BOISI,Bothriochloa ischaemum (L.) Keng var. ischaemum,Graminoid,L48:I,Bunch,Semi-Erect,Medium,Porous,Porous,No,No,No,Yes,Mid Summer,Summer,Summer,Fall,3.0,High,Medium,Medium,Yes,Yes,Yes,6.0,8.5
yellow-bluestem-boiss,yellow bluestem,Bothriochloa ischaemum var. songarica,grass,6-8,6,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,4,,,,#6b5a4a,6-8,light,BOISS,Bothriochloa ischaemum (L.) Keng var. songarica (Rupr. ex Fisch. & C.A. Mey.) Celarier & Harlan,Graminoid,L48:I|PR:I|VI:I,Bunch,Semi-Erect,Medium,Dense,Porous,No,No,No,No,Early Summer,Summer,Summer,Summer,4.0,High,Medium,Medium,Yes,Yes,Yes,5.5,8.5
cosmopolitan-bulrush,cosmopolitan bulrush,Bolboschoenus maritimus,grass,6-8,8,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3.2,,,,#6b5a4a,6-11,moderate,BOMA7,Bolboschoenus maritimus (L.) Palla,Graminoid,AK:N|CAN:I|CAN:N|HI:N|L48:N|L48:N?|SPM:I|SPM:N,Rhizomatous,Erect,Coarse,Moderate,Porous,No,No,No,No,Late Summer,Summer,Summer,Fall,3.2,High,Low,Medium,Yes,Yes,Yes,4.0,7.0
pitted-beardgrass,pitted beardgrass,Bothriochloa pertusa,grass,3-8,,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,3,,,,#6b5a4a,1-12,moderate,BOPE2,Bothriochloa pertusa (L.) A. Camus,Graminoid,HI:I|L48:I|NAV:I|PB:I|PR:I|VI:I,Stoloniferous,Decumbent,Medium,Dense,Moderate,Yes,No,No,Yes,Indeterminate,Spring and Summer,Year Round,Year Round,3.0,High,High,Low,Yes,Yes,Yes,5.0,7.5
sturdy-bulrush,sturdy bulrush,Bolboschoenus robustus,grass,6-8,8,#b3261e,,#5b7a4b,,,full-sun,high,"loamy,clay",,4.9,,,,#6b5a4a,6-11,light,BORO5,Bolboschoenus robustus (Pursh) Soják,Graminoid,L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Late Summer,Summer,Summer,Fall,4.9,High,Low,High,No,Yes,Yes,6.4,8.4
silver-bluestem,silver bluestem,Bothriochloa saccharoides,grass,6-8,6-8,,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,2,,,,#6b5a4a,6-11,moderate,BOSA,Bothriochloa saccharoides (Sw.) Rydb.,Graminoid,PR:N,Bunch,Semi-Erect,Fine,Porous,Porous,No,No,No,Yes,Summer,Summer,Summer,Fall,2.0,High,High,Medium,Yes,Yes,No,6.5,7.2
rattlesnake-fern,rattlesnake fern,Botrychium virginianum,mound,3-8,5,,,#5b7a4b,,,shade,medium,loamy,,1.4,,,,,6-8,,BOVI,Botrychium virginianum (L.) Sw.,Forb/herb,AK:N|CAN:N|L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,1.4,Low,Low,Medium,No,Yes,No,5.6,6.9
nodding-brome,nodding brome,Bromus anomalus,grass,3-8,5,#e8d24a,,#5b7a4b,,,shade,low,"sandy,loamy",,2,,,,#6b5a4a,3-8,moderate,BRAN,Bromus anomalus Rupr. ex Fourn.,Graminoid,CAN:N|L48:N,Bunch,Erect,Coarse,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Spring,Summer,2.0,Low,High,Low,Yes,Yes,No,5.4,7.9
field-brome,field brome,Bromus arvensis,grass,"1,2,3,4,5,9,10,11,12",4,#e8d24a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,3,,,,#6b5a4a,,heavy,BRAR5,Bromus arvensis L.,Graminoid,CAN:I|L48:I,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,"Fall, Winter and Spring",,,3.0,High,Low,Medium,No,Yes,Yes,5.2,7.5
rescuegrass,rescuegrass,Bromus catharticus,grass,"1,2,3,4,5,9,10,11,12",3,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy",,3,,,,#6b5a4a,3-5,heavy,BRCA6,Bromus catharticus Vahl,Graminoid,CAN:I|HI:I|L48:I|PB:I,Bunch,Erect,Medium,Dense,Porous,No,No,No,No,Early Spring,"Fall, Winter and Spring",Spring,Spring,3.0,High,Low,High,Yes,Yes,No,5.5,8.0
fringed-brome,fringed brome,Bromus ciliatus,grass,3-8,3-5,#e8d24a,,#5b7a4b,,,shade,medium,"sandy,clay",,4,,,,#6b5a4a,3-8,moderate,BRCI2,Bromus ciliatus L.,Graminoid,AK:N|CAN:N|L48:N|SPM:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Spring,Spring and Summer,Spring,Summer,4.0,Low,Low,Medium,Yes,No,Yes,5.5,7.5
